Timestamp,Date,Time,Trade ID,Side,Market,Outcome,Condition ID,Token ID,Size,Price,USDC Value,Balance After,Strategy,Status
2026-01-08T11:35:30.747Z,1/8/2026,11:35:30 AM,paper_1767872130747_xrc49f9w8,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Down,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,69016071696538226497246834630419643227585726091823237582729651699958866862133,7.5400,0.6761,5.10,9819.18,inventory-rebalancing,filled
2026-01-08T11:35:31.788Z,1/8/2026,11:35:31 AM,paper_1767872131788_5jqu0qpxs,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Up,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,3957328916472580780667178029148259601214040478271702240235922259557882788921,8.1300,0.3253,2.64,9816.54,inventory-rebalancing,filled
2026-01-08T11:35:31.822Z,1/8/2026,11:35:31 AM,paper_1767872131822_a1r9k386n,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Down,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,69016071696538226497246834630419643227585726091823237582729651699958866862133,7.4100,0.6761,5.01,9811.53,inventory-rebalancing,filled
2026-01-08T11:35:31.853Z,1/8/2026,11:35:31 AM,paper_1767872131853_lczzpl40r,BUY,"Bitcoin Up or Down - January 8, 6AM ET",Up,0x3d6a7a41acc735b328c2c5df6360c455dbf0d54f02a2e440a3dba2b5828968d5,78066264955608331453782393322827480027742257997488697759837948356955559373604,2.2100,0.1248,0.28,9811.25,inventory-rebalancing,filled
2026-01-08T11:35:32.925Z,1/8/2026,11:35:32 AM,paper_1767872132925_7nsu69bra,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Up,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,3957328916472580780667178029148259601214040478271702240235922259557882788921,6.6500,0.2946,1.96,9809.29,inventory-rebalancing,filled
2026-01-08T11:35:32.965Z,1/8/2026,11:35:32 AM,paper_1767872132965_se3u7ev9a,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Down,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,69016071696538226497246834630419643227585726091823237582729651699958866862133,6.8600,0.7057,4.84,9804.45,inventory-rebalancing,filled
2026-01-08T11:35:34.024Z,1/8/2026,11:35:34 AM,paper_1767872134024_6n8hzs8mg,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Up,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,3957328916472580780667178029148259601214040478271702240235922259557882788921,6.6500,0.2952,1.96,9802.49,inventory-rebalancing,filled
2026-01-08T11:35:34.058Z,1/8/2026,11:35:34 AM,paper_1767872134058_owo14afqs,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Down,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,69016071696538226497246834630419643227585726091823237582729651699958866862133,6.4500,0.7055,4.55,9797.94,inventory-rebalancing,filled
2026-01-08T11:35:35.091Z,1/8/2026,11:35:35 AM,paper_1767872135091_r0ko0gomw,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Up,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,3957328916472580780667178029148259601214040478271702240235922259557882788921,6.6500,0.2950,1.96,9795.98,inventory-rebalancing,filled
2026-01-08T11:35:35.135Z,1/8/2026,11:35:35 AM,paper_1767872135135_hp99y418b,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Down,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,69016071696538226497246834630419643227585726091823237582729651699958866862133,6.1700,0.7045,4.35,9791.63,inventory-rebalancing,filled
2026-01-08T11:35:35.168Z,1/8/2026,11:35:35 AM,paper_1767872135168_8gtpscvim,BUY,"Bitcoin Up or Down - January 8, 6AM ET",Up,0x3d6a7a41acc735b328c2c5df6360c455dbf0d54f02a2e440a3dba2b5828968d5,78066264955608331453782393322827480027742257997488697759837948356955559373604,2.2000,0.1201,0.26,9791.37,inventory-rebalancing,filled
2026-01-08T11:35:36.208Z,1/8/2026,11:35:36 AM,paper_1767872136208_el8j79ki1,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Up,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,3957328916472580780667178029148259601214040478271702240235922259557882788921,5.7400,0.2749,1.58,9789.79,inventory-rebalancing,filled
2026-01-08T11:35:36.243Z,1/8/2026,11:35:36 AM,paper_1767872136243_e22smzug5,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Down,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,69016071696538226497246834630419643227585726091823237582729651699958866862133,5.7000,0.7248,4.13,9785.66,inventory-rebalancing,filled
2026-01-08T11:35:37.276Z,1/8/2026,11:35:37 AM,paper_1767872137276_chrhad77o,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Up,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,3957328916472580780667178029148259601214040478271702240235922259557882788921,5.7400,0.2751,1.58,9784.08,inventory-rebalancing,filled
2026-01-08T11:35:37.325Z,1/8/2026,11:35:37 AM,paper_1767872137325_euwou54s3,BUY,"Bitcoin Up or Down - January 8, 6:30AM-6:45AM ET",Down,0x8748ba93b66dc3184d11f431ffc29467d42e19f4301fcb545b43af636b6301bf,69016071696538226497246834630419643227585726091823237582729651699958866862133,5.3900,0.7249,3.91,9780.17,inventory-rebalancing,filled
