Timestamp,Date,Time,Trade ID,Side,Market,Outcome,Condition ID,Token ID,Size,Price,USDC Value,Fees,Balance After,Strategy,Status
2026-01-06T01:11:53.374Z,1/6/2026,1:11:53 AM,paper_1767661913374_thu0p5wuj,BUY,"Bitcoin Up or Down - January 5, 8:00PM-8:15PM ET",Up,0x40b89853bc6784b273e43808871bb36d3398d322743b31c95dc7059740b84914,19630143110011488312162412431441550778571692538688989275646734804482439023865,19.8100,0.7959,15.77,0.0158,9984.22,inventory-rebalancing,filled
2026-01-06T01:11:53.431Z,1/6/2026,1:11:53 AM,paper_1767661913431_ezbdmdvbp,BUY,"Bitcoin Up or Down - January 5, 8:00PM-8:15PM ET",Down,0x40b89853bc6784b273e43808871bb36d3398d322743b31c95dc7059740b84914,42132647709700024009354017543838392916065278390055225912441522901790309269048,2.9700,0.2049,0.61,0.0006,9983.61,inventory-rebalancing,filled
2026-01-06T01:11:53.460Z,1/6/2026,1:11:53 AM,paper_1767661913460_jwugcf782,BUY,"Ethereum Up or Down - January 5, 8:00PM-8:15PM ET",Up,0xffe6be81dda2d4fcd5e303dc2dbeb5665cc04dd53226ebaaa01d32941b637cc3,39602918324688295992797659026436221395728156636281581589669638119923321649811,9.6400,0.9758,9.41,0.0094,9974.19,inventory-rebalancing,filled
2026-01-06T01:11:53.487Z,1/6/2026,1:11:53 AM,paper_1767661913487_vvo6r6egf,BUY,"Ethereum Up or Down - January 5, 8:00PM-8:15PM ET",Down,0xffe6be81dda2d4fcd5e303dc2dbeb5665cc04dd53226ebaaa01d32941b637cc3,33789232850299549465511300881072618982899645620822235776273467858675405169211,2.5200,0.0250,0.06,0.0001,9974.13,inventory-rebalancing,filled
2026-01-06T01:11:54.572Z,1/6/2026,1:11:54 AM,paper_1767661914572_id67dplbe,BUY,"Bitcoin Up or Down - January 5, 8:00PM-8:15PM ET",Down,0x40b89853bc6784b273e43808871bb36d3398d322743b31c95dc7059740b84914,42132647709700024009354017543838392916065278390055225912441522901790309269048,2.4100,0.1647,0.40,0.0004,9973.73,inventory-rebalancing,filled
2026-01-06T01:11:54.602Z,1/6/2026,1:11:54 AM,paper_1767661914602_54zq50ue1,BUY,"Ethereum Up or Down - January 5, 8:00PM-8:15PM ET",Down,0xffe6be81dda2d4fcd5e303dc2dbeb5665cc04dd53226ebaaa01d32941b637cc3,33789232850299549465511300881072618982899645620822235776273467858675405169211,2.5200,0.0250,0.06,0.0001,9973.67,inventory-rebalancing,filled
2026-01-06T01:11:55.671Z,1/6/2026,1:11:55 AM,paper_1767661915671_owjyike9t,BUY,"Ethereum Up or Down - January 5, 8:00PM-8:15PM ET",Down,0xffe6be81dda2d4fcd5e303dc2dbeb5665cc04dd53226ebaaa01d32941b637cc3,33789232850299549465511300881072618982899645620822235776273467858675405169211,3.2500,0.0150,0.05,0.0000,9973.62,inventory-rebalancing,filled
2026-01-06T01:11:56.755Z,1/6/2026,1:11:56 AM,paper_1767661916755_s1s98p896,BUY,"Bitcoin Up or Down - January 5, 8:00PM-8:15PM ET",Down,0x40b89853bc6784b273e43808871bb36d3398d322743b31c95dc7059740b84914,42132647709700024009354017543838392916065278390055225912441522901790309269048,2.2500,0.1350,0.30,0.0003,9973.32,inventory-rebalancing,filled
2026-01-06T01:12:17.941Z,1/6/2026,1:12:17 AM,paper_1767661937941_6evf5kyjs,BUY,"Bitcoin Up or Down - January 5, 8:00PM-8:15PM ET",Down,0x40b89853bc6784b273e43808871bb36d3398d322743b31c95dc7059740b84914,42132647709700024009354017543838392916065278390055225912441522901790309269048,2.1200,0.0450,0.10,0.0001,9973.22,inventory-rebalancing,filled
2026-01-06T01:12:36.013Z,1/6/2026,1:12:36 AM,paper_1767661956013_k8k6t49cc,BUY,"Bitcoin Up or Down - January 5, 8:00PM-8:15PM ET",Down,0x40b89853bc6784b273e43808871bb36d3398d322743b31c95dc7059740b84914,42132647709700024009354017543838392916065278390055225912441522901790309269048,2.1700,0.0399,0.09,0.0001,9973.13,inventory-rebalancing,filled
