Timestamp,Date,Year,Month,Day,Hour,Minute,Second,Millisecond,Market Key,Market Name,Condition ID,Invested Up ($),Invested Down ($),Total Invested ($),Shares Up,Shares Down,Final Price Up ($),Final Price Down ($),Final Value Up ($),Final Value Down ($),Total Final Value ($),PnL Up ($),PnL Down ($),Total PnL ($),PnL Percent (%),Average Cost Per Share UP ($),Average Cost Per Share DOWN ($),Trades Up,Trades Down,Outcome,Market Switch Reason,Market Slug
1767865508467,2026-01-08T09:45:08.467Z,2026,1,8,9,45,8,467,BTC-UpDown-1h-4,"Bitcoin Up or Down - January 8, 4AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 4:30AM-4:45AM ET)",0xfef81c17d219dc9046381d40c3597ca270ee6206ccf644c72f1df3447606946e,46.81,102.99,149.81,310.2400,122.4100,0.1350,0.8650,41.88,105.88,147.77,-4.93,2.89,-2.04,-1.36,0.1509,0.8414,133,128,Loss,New Market Snapshot,bitcoin-up-or-down-january-8-4am-et
1767865508496,2026-01-08T09:45:08.496Z,2026,1,8,9,45,8,496,ETH-UpDown-1h-4,"Ethereum Up or Down - January 8, 4AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 4:30AM-4:45AM ET)",0xd2e93f9547a8ac8f24b1f3d15ed6dcab0bd2809807fc29b498239f1fe1511510,60.24,130.65,190.89,314.4900,162.1700,0.2550,0.7450,80.19,120.82,201.01,19.95,-9.83,10.12,5.30,0.1916,0.8056,129,125,Profit,New Market Snapshot,ethereum-up-or-down-january-8-4am-et
1767865509660,2026-01-08T09:45:09.660Z,2026,1,8,9,45,9,660,BTC-UpDown-1h-4,"Bitcoin Up or Down - January 8, 4AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 4:30AM-4:45AM ET)",0xfef81c17d219dc9046381d40c3597ca270ee6206ccf644c72f1df3447606946e,46.81,102.99,149.81,310.2400,122.4100,0.1350,0.8650,41.88,105.88,147.77,-4.93,2.89,-2.04,-1.36,0.1509,0.8414,133,128,Loss,New Market Snapshot,bitcoin-up-or-down-january-8-4am-et
1767865509691,2026-01-08T09:45:09.691Z,2026,1,8,9,45,9,691,ETH-UpDown-1h-4,"Ethereum Up or Down - January 8, 4AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 4:30AM-4:45AM ET)",0xd2e93f9547a8ac8f24b1f3d15ed6dcab0bd2809807fc29b498239f1fe1511510,60.68,131.58,192.26,316.8300,163.3200,0.2550,0.7450,80.79,121.67,202.47,20.11,-9.91,10.20,5.31,0.1915,0.8057,130,126,Profit,New Market Snapshot,ethereum-up-or-down-january-8-4am-et
1767865510845,2026-01-08T09:45:10.845Z,2026,1,8,9,45,10,845,BTC-UpDown-1h-4,"Bitcoin Up or Down - January 8, 4AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 4:45AM-5:00AM ET)",0xfef81c17d219dc9046381d40c3597ca270ee6206ccf644c72f1df3447606946e,47.13,103.67,150.80,312.4700,123.2000,0.1350,0.8650,42.18,106.57,148.75,-4.94,2.90,-2.05,-1.36,0.1508,0.8415,134,129,Loss,New Market Snapshot,bitcoin-up-or-down-january-8-4am-et
1767865510885,2026-01-08T09:45:10.885Z,2026,1,8,9,45,10,885,ETH-UpDown-1h-4,"Ethereum Up or Down - January 8, 4AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 4:45AM-5:00AM ET)",0xd2e93f9547a8ac8f24b1f3d15ed6dcab0bd2809807fc29b498239f1fe1511510,60.68,131.58,192.26,316.8300,163.3200,0.2550,0.7450,80.79,121.67,202.47,20.11,-9.91,10.20,5.31,0.1915,0.8057,130,126,Profit,New Market Snapshot,ethereum-up-or-down-january-8-4am-et
1767865510968,2026-01-08T09:45:10.968Z,2026,1,8,9,45,10,968,BTC-UpDown-1h-4,"Bitcoin Up or Down - January 8, 4AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 4:45AM-5:00AM ET)",0xfef81c17d219dc9046381d40c3597ca270ee6206ccf644c72f1df3447606946e,47.13,103.67,150.80,312.4700,123.2000,0.1350,0.8650,42.18,106.57,148.75,-4.94,2.90,-2.05,-1.36,0.1508,0.8415,134,129,Loss,New Market Snapshot,bitcoin-up-or-down-january-8-4am-et
1767865511009,2026-01-08T09:45:11.009Z,2026,1,8,9,45,11,9,ETH-UpDown-1h-4,"Ethereum Up or Down - January 8, 4AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 4:45AM-5:00AM ET)",0xd2e93f9547a8ac8f24b1f3d15ed6dcab0bd2809807fc29b498239f1fe1511510,60.68,131.58,192.26,316.8300,163.3200,0.2550,0.7450,80.79,121.67,202.47,20.11,-9.91,10.20,5.31,0.1915,0.8057,130,126,Profit,New Market Snapshot,ethereum-up-or-down-january-8-4am-et
1767865511038,2026-01-08T09:45:11.038Z,2026,1,8,9,45,11,38,BTC-UpDown-15,"Bitcoin Up or Down - January 8, 4:45AM-5:00AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 4:45AM-5:00AM ET)",0xe229cc36bf773542d7ea549d97633c25a3b8fcc872aaef9c278d581ec4de6b37,13.61,14.96,28.57,28.6900,28.5200,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4743,0.5245,1,1,UP Lost,New Market Snapshot,btc-updown-15m-1767865500
1767866401175,2026-01-08T10:00:01.175Z,2026,1,8,10,0,1,175,BTC-UpDown-1h-4,"Bitcoin Up or Down - January 8, 4AM ET",0xfef81c17d219dc9046381d40c3597ca270ee6206ccf644c72f1df3447606946e,59.41,135.21,194.61,815.2800,157.3800,0.0080,0.9995,6.52,157.30,163.82,-52.88,22.09,-30.79,-15.82,0.0729,0.8591,217,212,UP Lost,Market Closed,bitcoin-up-or-down-january-8-4am-et
1767866401196,2026-01-08T10:00:01.196Z,2026,1,8,10,0,1,196,ETH-UpDown-1h-4,"Ethereum Up or Down - January 8, 4AM ET",0xd2e93f9547a8ac8f24b1f3d15ed6dcab0bd2809807fc29b498239f1fe1511510,184.53,346.77,531.30,684.7200,471.5500,0.0150,0.9850,10.27,464.48,474.75,-174.26,117.71,-56.55,-10.64,0.2695,0.7354,180,176,Loss,Market Closed,ethereum-up-or-down-january-8-4am-et
