Timestamp,Date,Year,Month,Day,Hour,Minute,Second,Millisecond,Market Key,Market Name,Condition ID,Invested Up ($),Invested Down ($),Total Invested ($),Shares Up,Shares Down,Final Price Up ($),Final Price Down ($),Final Value Up ($),Final Value Down ($),Total Final Value ($),PnL Up ($),PnL Down ($),Total PnL ($),PnL Percent (%),Average Cost Per Share UP ($),Average Cost Per Share DOWN ($),Trades Up,Trades Down,Outcome,Market Switch Reason,Market Slug
1767867302241,2026-01-08T10:15:02.241Z,2026,1,8,10,15,2,241,BTC-UpDown-15,"Bitcoin Up or Down - January 8, 5:30AM-5:45AM ET",0x0048b42300aec37d5b176ef5d2910e21f48c4a083c417af5df5c2722a05bf460,0.03,1.77,1.80,2.5300,1.7800,0.0050,0.9950,0.01,1.77,1.78,-0.01,-0.00,-0.01,-0.72,0.0100,0.9952,1,1,UP Lost,Market Closed,btc-updown-15m-1767868200
1767867304380,2026-01-08T10:15:04.380Z,2026,1,8,10,15,4,380,ETH-UpDown-15,"Ethereum Up or Down - January 8, 5:30AM-5:45AM ET",0xcf12a2c4c96f6dd1a52d373f3069bbe82cbc9fba01a13e964064d721b5ef27a3,0.03,0.15,0.17,2.5300,0.1500,0.0050,0.9950,0.01,0.15,0.16,-0.01,0.00,-0.01,-7.13,0.0100,0.9938,1,1,UP Lost,Market Closed,eth-updown-15m-1767868200
1767867305417,2026-01-08T10:15:05.417Z,2026,1,8,10,15,5,417,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:00AM-5:15AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,107.52,132.26,239.78,232.7600,243.5400,0.4750,0.5250,110.56,127.86,238.42,3.04,-4.40,-1.36,-0.57,0.4619,0.5431,11,11,Loss,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767867305448,2026-01-08T10:15:05.448Z,2026,1,8,10,15,5,448,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:00AM-5:15AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,47.78,67.17,114.95,111.1900,116.8600,0.4100,0.5900,45.59,68.95,114.54,-2.19,1.77,-0.41,-0.36,0.4297,0.5748,6,6,Loss,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767867306627,2026-01-08T10:15:06.627Z,2026,1,8,10,15,6,627,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 5:00AM-5:15AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,107.52,132.26,239.78,232.7600,243.5400,0.4750,0.5250,110.56,127.86,238.42,3.04,-4.40,-1.36,-0.57,0.4619,0.5431,11,11,Loss,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767867306695,2026-01-08T10:15:06.695Z,2026,1,8,10,15,6,695,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 5:00AM-5:15AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,51.50,75.88,127.38,120.8400,131.0300,0.4100,0.5900,49.54,77.31,126.85,-1.96,1.43,-0.53,-0.41,0.4262,0.5791,7,7,Loss,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767867308913,2026-01-08T10:15:08.913Z,2026,1,8,10,15,8,913,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:00AM-5:15AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,111.51,143.49,255.00,242.8900,262.1100,0.4750,0.5250,115.37,137.61,252.98,3.86,-5.88,-2.02,-0.79,0.4591,0.5474,12,12,Loss,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767867308947,2026-01-08T10:15:08.947Z,2026,1,8,10,15,8,947,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:00AM-5:15AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,51.50,75.88,127.38,120.8400,131.0300,0.4100,0.5900,49.54,77.31,126.85,-1.96,1.43,-0.53,-0.41,0.4262,0.5791,7,7,Loss,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767867311089,2026-01-08T10:15:11.089Z,2026,1,8,10,15,11,89,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 5:15AM-5:30AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,111.51,143.49,255.00,242.8900,262.1100,0.4750,0.5250,115.37,137.61,252.98,3.86,-5.88,-2.02,-0.79,0.4591,0.5474,12,12,Loss,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767867311134,2026-01-08T10:15:11.134Z,2026,1,8,10,15,11,134,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 5:15AM-5:30AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,51.50,75.88,127.38,120.8400,131.0300,0.4100,0.5900,49.54,77.31,126.85,-1.96,1.43,-0.53,-0.41,0.4262,0.5791,7,7,Loss,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767867311264,2026-01-08T10:15:11.264Z,2026,1,8,10,15,11,264,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:15AM-5:30AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,111.51,143.49,255.00,242.8900,262.1100,0.4750,0.5250,115.37,137.61,252.98,3.86,-5.88,-2.02,-0.79,0.4591,0.5474,12,12,Loss,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767867311305,2026-01-08T10:15:11.305Z,2026,1,8,10,15,11,305,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:15AM-5:30AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,51.50,75.88,127.38,120.8400,131.0300,0.4100,0.5900,49.54,77.31,126.85,-1.96,1.43,-0.53,-0.41,0.4262,0.5791,7,7,Loss,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767867311340,2026-01-08T10:15:11.340Z,2026,1,8,10,15,11,340,BTC-UpDown-15,"Bitcoin Up or Down - January 8, 5:15AM-5:30AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:15AM-5:30AM ET)",0x2dc9d836eb4242c0218334877045e25507feff3927e7880af9cc4590d7758efa,15.01,11.75,26.75,26.5800,27.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.5645,0.4351,1,1,UP Lost,New Market Snapshot,btc-updown-15m-1767867300
1767868211648,2026-01-08T10:30:11.648Z,2026,1,8,10,30,11,648,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 5:30AM-5:45AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,620.20,406.17,1026.37,1114.2700,821.0400,0.8400,0.1600,935.99,131.37,1067.35,315.79,-274.81,40.98,3.99,0.5566,0.4947,64,64,Profit,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767868211709,2026-01-08T10:30:11.709Z,2026,1,8,10,30,11,709,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 5:30AM-5:45AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,461.86,284.84,746.70,828.6300,580.0800,0.7450,0.2550,617.33,147.92,765.25,155.47,-136.92,18.55,2.48,0.5574,0.4910,51,51,Profit,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767868211854,2026-01-08T10:30:11.854Z,2026,1,8,10,30,11,854,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:30AM-5:45AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,620.20,406.17,1026.37,1114.2700,821.0400,0.8400,0.1600,935.99,131.37,1067.35,315.79,-274.81,40.98,3.99,0.5566,0.4947,64,64,Profit,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767868211895,2026-01-08T10:30:11.895Z,2026,1,8,10,30,11,895,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:30AM-5:45AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,461.86,284.84,746.70,828.6300,580.0800,0.7450,0.2550,617.33,147.92,765.25,155.47,-136.92,18.55,2.48,0.5574,0.4910,51,51,Profit,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767868211977,2026-01-08T10:30:11.977Z,2026,1,8,10,30,11,977,BTC-UpDown-15,"Bitcoin Up or Down - January 8, 5:30AM-5:45AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:30AM-5:45AM ET)",0x2e7e1eb28fa2da57684500e3e438020cf1eaf8ef2e902d837e91ad13a4ee4581,14.94,14.12,29.06,29.0100,29.1100,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.5150,0.4851,1,1,UP Lost,New Market Snapshot,btc-updown-15m-1767868200
1767869103321,2026-01-08T10:45:03.321Z,2026,1,8,10,45,3,321,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:30AM-5:45AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,886.11,425.31,1311.42,1399.0500,1140.3800,0.9305,0.0695,1301.82,79.26,1381.07,415.70,-346.05,69.65,5.31,0.6334,0.3730,191,191,Profit,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767869103360,2026-01-08T10:45:03.360Z,2026,1,8,10,45,3,360,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:30AM-5:45AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,638.19,305.37,943.57,1030.9500,753.9500,0.9150,0.0850,943.32,64.09,1007.40,305.13,-241.29,63.84,6.77,0.6190,0.4050,129,129,Profit,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767869105701,2026-01-08T10:45:05.701Z,2026,1,8,10,45,5,701,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 5:30AM-5:45AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,887.18,425.46,1312.64,1400.1900,1142.7400,0.9305,0.0695,1302.88,79.42,1382.30,415.70,-346.04,69.66,5.31,0.6336,0.3723,192,192,Profit,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767869105731,2026-01-08T10:45:05.731Z,2026,1,8,10,45,5,731,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 5:30AM-5:45AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,639.37,305.61,944.98,1032.2700,756.1500,0.9150,0.0850,944.53,64.27,1008.80,305.15,-241.33,63.82,6.75,0.6194,0.4042,130,130,Profit,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767869107848,2026-01-08T10:45:07.848Z,2026,1,8,10,45,7,848,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:30AM-5:45AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,887.18,425.46,1312.64,1400.1900,1142.7400,0.9000,0.1000,1260.17,114.27,1374.45,373.00,-311.19,61.81,4.71,0.6336,0.3723,192,192,Profit,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767869107885,2026-01-08T10:45:07.885Z,2026,1,8,10,45,7,885,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:30AM-5:45AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,639.37,305.61,944.98,1032.2700,756.1500,0.9150,0.0850,944.53,64.27,1008.80,305.15,-241.33,63.82,6.75,0.6194,0.4042,130,130,Profit,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767869109124,2026-01-08T10:45:09.124Z,2026,1,8,10,45,9,124,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:30AM-5:45AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,888.23,425.62,1313.85,1401.3200,1145.1000,0.9000,0.1000,1261.19,114.51,1375.70,372.96,-311.11,61.85,4.71,0.6339,0.3717,193,193,Profit,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767869109154,2026-01-08T10:45:09.154Z,2026,1,8,10,45,9,154,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:30AM-5:45AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,640.54,305.84,946.38,1033.5800,758.3500,0.9150,0.0850,945.73,64.46,1010.19,305.18,-241.38,63.81,6.74,0.6197,0.4033,131,131,Profit,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767869111256,2026-01-08T10:45:11.256Z,2026,1,8,10,45,11,256,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 5:45AM-6:00AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,888.23,425.62,1313.85,1401.3200,1145.1000,0.9000,0.1000,1261.19,114.51,1375.70,372.96,-311.11,61.85,4.71,0.6339,0.3717,193,193,Profit,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767869111284,2026-01-08T10:45:11.284Z,2026,1,8,10,45,11,284,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Bitcoin Up or Down - January 8, 5:45AM-6:00AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,640.54,305.84,946.38,1033.5800,758.3500,0.9150,0.0850,945.73,64.46,1010.19,305.18,-241.38,63.81,6.74,0.6197,0.4033,131,131,Profit,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767869111435,2026-01-08T10:45:11.435Z,2026,1,8,10,45,11,435,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:45AM-6:00AM ET)",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,888.23,425.62,1313.85,1401.3200,1145.1000,0.9000,0.1000,1261.19,114.51,1375.70,372.96,-311.11,61.85,4.71,0.6339,0.3717,193,193,Profit,New Market Snapshot,bitcoin-up-or-down-january-8-5am-et
1767869111468,2026-01-08T10:45:11.468Z,2026,1,8,10,45,11,468,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:45AM-6:00AM ET)",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,640.54,305.84,946.38,1033.5800,758.3500,0.9150,0.0850,945.73,64.46,1010.19,305.18,-241.38,63.81,6.74,0.6197,0.4033,131,131,Profit,New Market Snapshot,ethereum-up-or-down-january-8-5am-et
1767869111498,2026-01-08T10:45:11.498Z,2026,1,8,10,45,11,498,BTC-UpDown-15,"Bitcoin Up or Down - January 8, 5:45AM-6:00AM ET (Snapshot at new market: Ethereum Up or Down - January 8, 5:45AM-6:00AM ET)",0x6c8dc4733cdfd0819d1b9f55367f9d2eb5dd0adfa0a95929fce693ef0f0054f8,15.03,11.29,26.32,26.1000,26.5800,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.5760,0.4246,1,1,UP Lost,New Market Snapshot,btc-updown-15m-1767869100
1767870001100,2026-01-08T11:00:01.100Z,2026,1,8,11,0,1,100,ETH-UpDown-1h-5,"Ethereum Up or Down - January 8, 5AM ET",0xbd5db509f2c8eea4072d0ed4bba2d587043c8072e6b98f19df981550f60a86d1,701.33,315.48,1016.81,1095.4800,1295.0100,0.9960,0.0300,1091.10,38.85,1129.95,389.77,-276.63,113.13,11.13,0.6402,0.2436,245,246,UP Won,Market Closed,ethereum-up-or-down-january-8-5am-et
1767870001109,2026-01-08T11:00:01.109Z,2026,1,8,11,0,1,109,BTC-UpDown-1h-5,"Bitcoin Up or Down - January 8, 5AM ET",0x7e899dc96d0b87eb774ff971ce077167d432983377d60f34edff3a5822a2173d,968.52,435.94,1404.46,1482.2400,3914.3600,0.9995,0.0010,1481.50,3.91,1485.41,512.98,-432.02,80.96,5.76,0.6534,0.1114,345,345,UP Won,Market Closed,bitcoin-up-or-down-january-8-5am-et
