Timestamp,Date,Time,Trade ID,Side,Market,Outcome,Condition ID,Token ID,Size,Price,USDC Value,Fees,Balance After,Strategy,Status
2026-01-08T01:44:24.390Z,1/8/2026,1:44:24 AM,paper_1767836664390_92m0f7h5b,BUY,"Bitcoin Up or Down - January 7, 8:30PM-8:45PM ET",Up,0xbe15dad6a3bf459c83b6f189faae9f4d56d7f40181d3760251d33993dbcb246e,16416489509786962097697586263336566424013196682742159034234854121522213087523,3.9900,0.0055,0.02,0.0000,9999.98,inventory-rebalancing,filled
2026-01-08T01:44:24.494Z,1/8/2026,1:44:24 AM,paper_1767836664494_hq1jfu8ay,BUY,"Bitcoin Up or Down - January 7, 8:30PM-8:45PM ET",Down,0xbe15dad6a3bf459c83b6f189faae9f4d56d7f40181d3760251d33993dbcb246e,30812061385164393961604127668021332932719668319316463290166835922939226050431,5.1300,0.9933,5.10,0.0051,9994.88,inventory-rebalancing,filled
2026-01-08T01:44:24.540Z,1/8/2026,1:44:24 AM,paper_1767836664540_2d861ufnm,BUY,"Bitcoin Up or Down - January 7, 8PM ET",Up,0x950c70e26777c19973a4430579ea2940b2a212d8d57a7958898af123a060cf0e,53271012222026099920156136839427296896519855294939966445192307829972642208918,10.3800,0.3994,4.15,0.0041,9990.73,inventory-rebalancing,filled
2026-01-08T01:44:24.648Z,1/8/2026,1:44:24 AM,paper_1767836664648_klfaousti,BUY,"Bitcoin Up or Down - January 7, 8PM ET",Down,0x950c70e26777c19973a4430579ea2940b2a212d8d57a7958898af123a060cf0e,103606745273349907920866488981579644464607720007628457828063374002859516626353,25.2800,0.5997,15.16,0.0152,9975.55,inventory-rebalancing,filled
2026-01-08T01:44:24.676Z,1/8/2026,1:44:24 AM,paper_1767836664676_dis6no6dy,BUY,"Ethereum Up or Down - January 7, 8PM ET",Up,0x85feb727aed555ac9abac5773e9d1a50b7df314e7c10ec6e7dfc319193845d4c,45967094106644481243141710055097260851509890333145475138221563911987635163205,19.1000,0.7263,13.87,0.0139,9961.66,inventory-rebalancing,filled
2026-01-08T01:44:24.757Z,1/8/2026,1:44:24 AM,paper_1767836664757_7h3yoxi0n,BUY,"Ethereum Up or Down - January 7, 8PM ET",Down,0x85feb727aed555ac9abac5773e9d1a50b7df314e7c10ec6e7dfc319193845d4c,39375738236678386881271908180047208757690787370581611116568547657047916053224,5.0400,0.2755,1.39,0.0014,9960.27,inventory-rebalancing,filled
2026-01-08T01:44:26.977Z,1/8/2026,1:44:26 AM,paper_1767836666977_8whbe2wse,BUY,"Bitcoin Up or Down - January 7, 8:30PM-8:45PM ET",Up,0xbe15dad6a3bf459c83b6f189faae9f4d56d7f40181d3760251d33993dbcb246e,16416489509786962097697586263336566424013196682742159034234854121522213087523,3.9900,0.0055,0.02,0.0000,9960.25,inventory-rebalancing,filled
2026-01-08T01:44:28.037Z,1/8/2026,1:44:28 AM,paper_1767836668037_c0yp3mvg0,BUY,"Bitcoin Up or Down - January 7, 8PM ET",Up,0x950c70e26777c19973a4430579ea2940b2a212d8d57a7958898af123a060cf0e,53271012222026099920156136839427296896519855294939966445192307829972642208918,9.1800,0.3754,3.45,0.0034,9956.80,inventory-rebalancing,filled
2026-01-08T01:44:28.065Z,1/8/2026,1:44:28 AM,paper_1767836668065_69rsk4d2j,BUY,"Ethereum Up or Down - January 7, 8PM ET",Down,0x85feb727aed555ac9abac5773e9d1a50b7df314e7c10ec6e7dfc319193845d4c,39375738236678386881271908180047208757690787370581611116568547657047916053224,5.0400,0.2746,1.38,0.0014,9955.42,inventory-rebalancing,filled
2026-01-08T01:44:29.132Z,1/8/2026,1:44:29 AM,paper_1767836669132_papfy5uaz,BUY,"Bitcoin Up or Down - January 7, 8:30PM-8:45PM ET",Up,0xbe15dad6a3bf459c83b6f189faae9f4d56d7f40181d3760251d33993dbcb246e,16416489509786962097697586263336566424013196682742159034234854121522213087523,3.9900,0.0055,0.02,0.0000,9955.39,inventory-rebalancing,filled
2026-01-08T01:44:31.258Z,1/8/2026,1:44:31 AM,paper_1767836671258_z86k9jloo,BUY,"Bitcoin Up or Down - January 7, 8PM ET",Up,0x950c70e26777c19973a4430579ea2940b2a212d8d57a7958898af123a060cf0e,53271012222026099920156136839427296896519855294939966445192307829972642208918,9.1800,0.3745,3.44,0.0034,9951.95,inventory-rebalancing,filled
2026-01-08T01:44:31.299Z,1/8/2026,1:44:31 AM,paper_1767836671299_il1n8fcam,BUY,"Bitcoin Up or Down - January 7, 8PM ET",Down,0x950c70e26777c19973a4430579ea2940b2a212d8d57a7958898af123a060cf0e,103606745273349907920866488981579644464607720007628457828063374002859516626353,4.0400,0.6256,2.53,0.0025,9949.42,inventory-rebalancing,filled
2026-01-08T01:44:31.328Z,1/8/2026,1:44:31 AM,paper_1767836671328_ygb44tivc,BUY,"Ethereum Up or Down - January 7, 8PM ET",Down,0x85feb727aed555ac9abac5773e9d1a50b7df314e7c10ec6e7dfc319193845d4c,39375738236678386881271908180047208757690787370581611116568547657047916053224,5.0400,0.2748,1.39,0.0014,9948.04,inventory-rebalancing,filled
2026-01-08T01:44:34.509Z,1/8/2026,1:44:34 AM,paper_1767836674509_bmpu9skcc,BUY,"Bitcoin Up or Down - January 7, 8:30PM-8:45PM ET",Up,0xbe15dad6a3bf459c83b6f189faae9f4d56d7f40181d3760251d33993dbcb246e,16416489509786962097697586263336566424013196682742159034234854121522213087523,3.9900,0.0055,0.02,0.0000,9948.01,inventory-rebalancing,filled
