Timestamp,Date,Year,Month,Day,Hour,Minute,Second,Millisecond,Market Key,Market Name,Condition ID,Invested Up ($),Invested Down ($),Total Invested ($),Shares Up,Shares Down,Final Price Up ($),Final Price Down ($),Final Value Up ($),Final Value Down ($),Total Final Value ($),PnL Up ($),PnL Down ($),Total PnL ($),PnL Percent (%),Average Cost Per Share UP ($),Average Cost Per Share DOWN ($),Trades Up,Trades Down,Outcome,Market Switch Reason,Market Slug
1767837600563,2026-01-08T02:00:00.563Z,2026,1,8,2,0,0,563,BTC-UpDown-1h-8,"Bitcoin Up or Down - January 7, 8PM ET",0x950c70e26777c19973a4430579ea2940b2a212d8d57a7958898af123a060cf0e,514.17,399.18,913.35,977.2500,797.8400,0.9300,0.0700,908.84,55.85,964.69,394.67,-343.33,51.34,5.62,0.5261,0.5003,60,59,Profit,Market Closed,bitcoin-up-or-down-january-7-8pm-et
1767837600569,2026-01-08T02:00:00.569Z,2026,1,8,2,0,0,569,ETH-UpDown-1h-8,"Ethereum Up or Down - January 7, 8PM ET",0x85feb727aed555ac9abac5773e9d1a50b7df314e7c10ec6e7dfc319193845d4c,81.87,35.88,117.75,103.7200,1194.9500,0.9950,0.0050,103.20,5.97,109.18,21.34,-29.91,-8.57,-7.28,0.7893,0.0300,127,131,UP Won,Market Closed,ethereum-up-or-down-january-7-8pm-et
1767837603653,2026-01-08T02:00:03.653Z,2026,1,8,2,0,3,653,ETH-UpDown-15,"Ethereum Up or Down - January 7, 9:15PM-9:30PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 8PM ET)",0xaf6b5352d5ad8b285708b676588fa0b12cbab6baf3d128e2c710c53265b53862,0.92,0.03,0.95,0.9300,2.5300,0.9450,0.0550,0.88,0.14,1.02,-0.04,0.11,0.07,7.26,0.9934,0.0100,1,1,Profit,New Market Snapshot,eth-updown-15m-1767838500
1767837628506,2026-01-08T02:00:28.506Z,2026,1,8,2,0,28,506,BTC-UpDown-1h-8,"Bitcoin Up or Down - January 7, 8PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 8PM ET)",0x950c70e26777c19973a4430579ea2940b2a212d8d57a7958898af123a060cf0e,4.43,0.07,4.50,4.4600,7.1700,0.8550,0.1450,3.81,1.04,4.85,-0.62,0.97,0.35,7.77,0.9936,0.0100,1,1,Profit,New Market Snapshot,
1767837632909,2026-01-08T02:00:32.909Z,2026,1,8,2,0,32,909,BTC-UpDown-15,"Bitcoin Up or Down - January 7, 9:15PM-9:30PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9:00PM-9:15PM ET)",0xf832cba36854f76a2a4f6fc21dd691f34feff1975de2bd529d933dea527f6f1c,10.85,14.97,25.83,26.1500,25.6200,0.9990,0.0010,26.12,0.03,26.15,15.27,-14.95,0.32,1.25,0.4150,0.5845,1,1,UP Won,New Market Snapshot,btc-updown-15m-1767838500
1767837632939,2026-01-08T02:00:32.939Z,2026,1,8,2,0,32,939,BTC-UpDown-1h-8,"Bitcoin Up or Down - January 7, 8PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9:00PM-9:15PM ET)",0x950c70e26777c19973a4430579ea2940b2a212d8d57a7958898af123a060cf0e,8.80,0.14,8.94,8.8500,14.3400,0.8550,0.1450,7.57,2.08,9.65,-1.23,1.94,0.70,7.85,0.9944,0.0100,2,2,Profit,New Market Snapshot,
1767837632992,2026-01-08T02:00:32.992Z,2026,1,8,2,0,32,992,ETH-UpDown-1h-8,"Ethereum Up or Down - January 7, 8PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9:00PM-9:15PM ET)",0x85feb727aed555ac9abac5773e9d1a50b7df314e7c10ec6e7dfc319193845d4c,0.28,0.12,0.40,0.2800,122.2400,0.9950,0.0050,0.28,0.61,0.89,-0.00,0.49,0.49,121.01,1.0013,0.0010,2,2,UP Won,New Market Snapshot,
1767838795212,2026-01-08T02:19:55.212Z,2026,1,8,2,19,55,212,ETH-UpDown-1h-8,"Ethereum Up or Down - January 7, 8PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9PM ET)",0x85feb727aed555ac9abac5773e9d1a50b7df314e7c10ec6e7dfc319193845d4c,0.28,0.12,0.40,0.2800,122.2400,0.9995,0.0010,0.28,0.12,0.40,-0.00,-0.00,-0.00,-0.13,1.0013,0.0010,2,2,UP Won,New Market Snapshot,
1767838795242,2026-01-08T02:19:55.242Z,2026,1,8,2,19,55,242,BTC-UpDown-15,"Bitcoin Up or Down - January 7, 9:30PM-9:45PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9PM ET)",0x2224ab285123fe4c2abc389e05e5199a427fbd7e6d3689c32d5f8bb89210e996,376.31,530.53,906.84,862.4000,912.4700,0.4750,0.5250,409.64,479.05,888.69,33.33,-51.48,-18.15,-2.00,0.4364,0.5814,48,48,Loss,New Market Snapshot,btc-updown-15m-1767839400
1767838795273,2026-01-08T02:19:55.273Z,2026,1,8,2,19,55,273,ETH-UpDown-15,"Ethereum Up or Down - January 7, 9:30PM-9:45PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9PM ET)",0x4ac3391d38b69a3ca7d39d7c051801052ba37a8f0517dcad849d99e490d33153,233.42,376.49,609.91,594.0600,602.9400,0.3750,0.6250,222.77,376.84,599.61,-10.65,0.35,-10.30,-1.69,0.3929,0.6244,41,41,Loss,New Market Snapshot,eth-updown-15m-1767839400
1767838795354,2026-01-08T02:19:55.354Z,2026,1,8,2,19,55,354,BTC-UpDown-15,"Bitcoin Up or Down - January 7, 9:30PM-9:45PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9PM ET)",0x2224ab285123fe4c2abc389e05e5199a427fbd7e6d3689c32d5f8bb89210e996,376.31,530.53,906.84,862.4000,912.4700,0.4750,0.5250,409.64,479.05,888.69,33.33,-51.48,-18.15,-2.00,0.4364,0.5814,48,48,Loss,New Market Snapshot,btc-updown-15m-1767839400
1767838795381,2026-01-08T02:19:55.381Z,2026,1,8,2,19,55,381,ETH-UpDown-15,"Ethereum Up or Down - January 7, 9:30PM-9:45PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9PM ET)",0x4ac3391d38b69a3ca7d39d7c051801052ba37a8f0517dcad849d99e490d33153,233.42,376.49,609.91,594.0600,602.9400,0.3750,0.6250,222.77,376.84,599.61,-10.65,0.35,-10.30,-1.69,0.3929,0.6244,41,41,Loss,New Market Snapshot,eth-updown-15m-1767839400
1767838795410,2026-01-08T02:19:55.410Z,2026,1,8,2,19,55,410,BTC-UpDown-1h-9,"Bitcoin Up or Down - January 7, 9PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9PM ET)",0x7e452cc59a0798691282d90b2a4bbd50db12f7612bdc4c07aa9d83412838446f,4.31,15.20,19.51,10.6300,25.5400,0.4750,0.5250,5.05,13.41,18.46,0.74,-1.79,-1.05,-5.40,0.4058,0.5950,1,1,Loss,New Market Snapshot,bitcoin-up-or-down-january-7-9pm-et
1767839404317,2026-01-08T02:30:04.317Z,2026,1,8,2,30,4,317,BTC-UpDown-15,"Bitcoin Up or Down - January 7, 9:45PM-10:00PM ET",0x2224ab285123fe4c2abc389e05e5199a427fbd7e6d3689c32d5f8bb89210e996,0.02,0.23,0.25,18.7000,0.2300,0.0050,0.9950,0.09,0.23,0.32,0.07,-0.00,0.07,29.72,0.0010,0.9990,1,1,UP Lost,Market Closed,btc-updown-15m-1767840300
1767839405298,2026-01-08T02:30:05.298Z,2026,1,8,2,30,5,298,BTC-UpDown-1h-9,"Bitcoin Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:15PM-9:30PM ET)",0x7e452cc59a0798691282d90b2a4bbd50db12f7612bdc4c07aa9d83412838446f,53.53,117.94,171.47,233.2300,162.9300,0.1550,0.8450,36.15,137.68,173.83,-17.38,19.74,2.36,1.38,0.2295,0.7238,71,70,Profit,New Market Snapshot,bitcoin-up-or-down-january-7-9pm-et
1767839405350,2026-01-08T02:30:05.350Z,2026,1,8,2,30,5,350,ETH-UpDown-1h-9,"Ethereum Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:15PM-9:30PM ET)",0xb6088c27949064e4d4e80b90b981eb3acd4fa42452a50698197a31f90697fbab,236.71,442.87,679.58,530.4000,739.7800,0.2250,0.7750,119.34,573.33,692.67,-117.37,130.46,13.09,1.93,0.4463,0.5987,58,58,Profit,New Market Snapshot,ethereum-up-or-down-january-7-9pm-et
1767839406575,2026-01-08T02:30:06.575Z,2026,1,8,2,30,6,575,BTC-UpDown-1h-9,"Bitcoin Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:15PM-9:30PM ET)",0x7e452cc59a0798691282d90b2a4bbd50db12f7612bdc4c07aa9d83412838446f,53.53,117.94,171.47,233.2300,162.9300,0.1300,0.8700,30.32,141.75,172.07,-23.21,23.81,0.60,0.35,0.2295,0.7238,71,70,Profit,New Market Snapshot,bitcoin-up-or-down-january-7-9pm-et
1767839406602,2026-01-08T02:30:06.602Z,2026,1,8,2,30,6,602,ETH-UpDown-1h-9,"Ethereum Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:15PM-9:30PM ET)",0xb6088c27949064e4d4e80b90b981eb3acd4fa42452a50698197a31f90697fbab,236.71,442.87,679.58,530.4000,739.7800,0.1850,0.8149,98.12,602.85,700.97,-138.58,159.98,21.39,3.15,0.4463,0.5987,58,58,Profit,New Market Snapshot,ethereum-up-or-down-january-7-9pm-et
1767839411843,2026-01-08T02:30:11.843Z,2026,1,8,2,30,11,843,BTC-UpDown-1h-9,"Bitcoin Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:15PM-9:30PM ET)",0x7e452cc59a0798691282d90b2a4bbd50db12f7612bdc4c07aa9d83412838446f,53.53,117.94,171.47,233.2300,162.9300,0.1550,0.8450,36.15,137.68,173.83,-17.38,19.74,2.36,1.38,0.2295,0.7238,71,70,Profit,New Market Snapshot,bitcoin-up-or-down-january-7-9pm-et
1767839411871,2026-01-08T02:30:11.871Z,2026,1,8,2,30,11,871,ETH-UpDown-1h-9,"Ethereum Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:15PM-9:30PM ET)",0xb6088c27949064e4d4e80b90b981eb3acd4fa42452a50698197a31f90697fbab,236.71,442.87,679.58,530.4000,739.7800,0.2250,0.7750,119.34,573.33,692.67,-117.37,130.46,13.09,1.93,0.4463,0.5987,58,58,Profit,New Market Snapshot,ethereum-up-or-down-january-7-9pm-et
1767839414073,2026-01-08T02:30:14.073Z,2026,1,8,2,30,14,73,BTC-UpDown-1h-9,"Bitcoin Up or Down - January 7, 9PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9:15PM-9:30PM ET)",0x7e452cc59a0798691282d90b2a4bbd50db12f7612bdc4c07aa9d83412838446f,53.53,117.94,171.47,233.2300,162.9300,0.1300,0.8700,30.32,141.75,172.07,-23.21,23.81,0.60,0.35,0.2295,0.7238,71,70,Profit,New Market Snapshot,bitcoin-up-or-down-january-7-9pm-et
1767839414102,2026-01-08T02:30:14.102Z,2026,1,8,2,30,14,102,ETH-UpDown-1h-9,"Ethereum Up or Down - January 7, 9PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9:15PM-9:30PM ET)",0xb6088c27949064e4d4e80b90b981eb3acd4fa42452a50698197a31f90697fbab,236.71,442.87,679.58,530.4000,739.7800,0.1850,0.8149,98.12,602.85,700.97,-138.58,159.98,21.39,3.15,0.4463,0.5987,58,58,Profit,New Market Snapshot,ethereum-up-or-down-january-7-9pm-et
1767839416262,2026-01-08T02:30:16.262Z,2026,1,8,2,30,16,262,BTC-UpDown-1h-9,"Bitcoin Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:15PM-9:30PM ET)",0x7e452cc59a0798691282d90b2a4bbd50db12f7612bdc4c07aa9d83412838446f,53.53,117.94,171.47,233.2300,162.9300,0.1300,0.8700,30.32,141.75,172.07,-23.21,23.81,0.60,0.35,0.2295,0.7238,71,70,Profit,New Market Snapshot,bitcoin-up-or-down-january-7-9pm-et
1767839416293,2026-01-08T02:30:16.293Z,2026,1,8,2,30,16,293,ETH-UpDown-1h-9,"Ethereum Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:15PM-9:30PM ET)",0xb6088c27949064e4d4e80b90b981eb3acd4fa42452a50698197a31f90697fbab,236.71,442.87,679.58,530.4000,739.7800,0.1850,0.8149,98.12,602.85,700.97,-138.58,159.98,21.39,3.15,0.4463,0.5987,58,58,Profit,New Market Snapshot,ethereum-up-or-down-january-7-9pm-et
1767839417403,2026-01-08T02:30:17.403Z,2026,1,8,2,30,17,403,BTC-UpDown-1h-9,"Bitcoin Up or Down - January 7, 9PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9:15PM-9:30PM ET)",0x7e452cc59a0798691282d90b2a4bbd50db12f7612bdc4c07aa9d83412838446f,53.53,117.94,171.47,233.2300,162.9300,0.1300,0.8700,30.32,141.75,172.07,-23.21,23.81,0.60,0.35,0.2295,0.7238,71,70,Profit,New Market Snapshot,bitcoin-up-or-down-january-7-9pm-et
1767839417449,2026-01-08T02:30:17.449Z,2026,1,8,2,30,17,449,ETH-UpDown-1h-9,"Ethereum Up or Down - January 7, 9PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9:15PM-9:30PM ET)",0xb6088c27949064e4d4e80b90b981eb3acd4fa42452a50698197a31f90697fbab,236.71,442.87,679.58,530.4000,739.7800,0.1850,0.8149,98.12,602.85,700.97,-138.58,159.98,21.39,3.15,0.4463,0.5987,58,58,Profit,New Market Snapshot,ethereum-up-or-down-january-7-9pm-et
1767839419562,2026-01-08T02:30:19.562Z,2026,1,8,2,30,19,562,BTC-UpDown-1h-9,"Bitcoin Up or Down - January 7, 9PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9:15PM-9:30PM ET)",0x7e452cc59a0798691282d90b2a4bbd50db12f7612bdc4c07aa9d83412838446f,53.53,117.94,171.47,233.2300,162.9300,0.1550,0.8450,36.15,137.68,173.83,-17.38,19.74,2.36,1.38,0.2295,0.7238,71,70,Profit,New Market Snapshot,bitcoin-up-or-down-january-7-9pm-et
1767839419590,2026-01-08T02:30:19.590Z,2026,1,8,2,30,19,590,ETH-UpDown-1h-9,"Ethereum Up or Down - January 7, 9PM ET (Snapshot at new market: Ethereum Up or Down - January 7, 9:15PM-9:30PM ET)",0xb6088c27949064e4d4e80b90b981eb3acd4fa42452a50698197a31f90697fbab,236.71,442.87,679.58,530.4000,739.7800,0.2250,0.7750,119.34,573.33,692.67,-117.37,130.46,13.09,1.93,0.4463,0.5987,58,58,Profit,New Market Snapshot,ethereum-up-or-down-january-7-9pm-et
1767839420760,2026-01-08T02:30:20.760Z,2026,1,8,2,30,20,760,BTC-UpDown-1h-9,"Bitcoin Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:15PM-9:30PM ET)",0x7e452cc59a0798691282d90b2a4bbd50db12f7612bdc4c07aa9d83412838446f,53.53,117.94,171.47,233.2300,162.9300,0.1550,0.8450,36.15,137.68,173.83,-17.38,19.74,2.36,1.38,0.2295,0.7238,71,70,Profit,New Market Snapshot,bitcoin-up-or-down-january-7-9pm-et
1767839420786,2026-01-08T02:30:20.786Z,2026,1,8,2,30,20,786,ETH-UpDown-1h-9,"Ethereum Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:15PM-9:30PM ET)",0xb6088c27949064e4d4e80b90b981eb3acd4fa42452a50698197a31f90697fbab,236.71,442.87,679.58,530.4000,739.7800,0.2250,0.7750,119.34,573.33,692.67,-117.37,130.46,13.09,1.93,0.4463,0.5987,58,58,Profit,New Market Snapshot,ethereum-up-or-down-january-7-9pm-et
1767839424982,2026-01-08T02:30:24.982Z,2026,1,8,2,30,24,982,BTC-UpDown-1h-9,"Bitcoin Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:30PM-9:45PM ET)",0x7e452cc59a0798691282d90b2a4bbd50db12f7612bdc4c07aa9d83412838446f,53.53,117.94,171.47,233.2300,162.9300,0.1300,0.8700,30.32,141.75,172.07,-23.21,23.81,0.60,0.35,0.2295,0.7238,71,70,Profit,New Market Snapshot,bitcoin-up-or-down-january-7-9pm-et
1767839425012,2026-01-08T02:30:25.012Z,2026,1,8,2,30,25,12,ETH-UpDown-1h-9,"Ethereum Up or Down - January 7, 9PM ET (Snapshot at new market: Bitcoin Up or Down - January 7, 9:30PM-9:45PM ET)",0xb6088c27949064e4d4e80b90b981eb3acd4fa42452a50698197a31f90697fbab,236.71,442.87,679.58,530.4000,739.7800,0.1850,0.8149,98.12,602.85,700.97,-138.58,159.98,21.39,3.15,0.4463,0.5987,58,58,Profit,New Market Snapshot,ethereum-up-or-down-january-7-9pm-et
