Timestamp,Date,Time,Trade ID,Side,Market,Outcome,Condition ID,Token ID,Size,Price,USDC Value,Fees,Balance After,Strategy,Status
2026-01-06T11:16:42.490Z,1/6/2026,11:16:42 AM,paper_1767698202490_rosqlsnxb,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,33476436824068637179787869409304839994080066845906471316180015406769422006474,5.7400,0.2746,1.58,0.0016,9998.42,inventory-rebalancing,filled
2026-01-06T11:16:42.525Z,1/6/2026,11:16:42 AM,paper_1767698202525_9widggq5w,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,96692977229805579291305290936397371699240229842999800833134893524881564112074,23.8300,0.7257,17.29,0.0173,9981.11,inventory-rebalancing,filled
2026-01-06T11:16:42.549Z,1/6/2026,11:16:42 AM,paper_1767698202549_xxmeouowo,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,4.8800,0.2547,1.24,0.0012,9979.87,inventory-rebalancing,filled
2026-01-06T11:16:42.574Z,1/6/2026,11:16:42 AM,paper_1767698202574_ezvlhwq6x,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,62983834535679003313505562891926179088645493758959997547582942862387867451494,22.6800,0.7441,16.88,0.0169,9962.97,inventory-rebalancing,filled
2026-01-06T11:16:43.658Z,1/6/2026,11:16:43 AM,paper_1767698203658_e2n1f07js,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,33476436824068637179787869409304839994080066845906471316180015406769422006474,5.9600,0.2802,1.67,0.0017,9961.30,inventory-rebalancing,filled
2026-01-06T11:16:43.693Z,1/6/2026,11:16:43 AM,paper_1767698203693_fw9hmgwcd,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,4.8800,0.2547,1.24,0.0012,9960.06,inventory-rebalancing,filled
2026-01-06T11:16:44.807Z,1/6/2026,11:16:44 AM,paper_1767698204807_03n4z7uyg,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,33476436824068637179787869409304839994080066845906471316180015406769422006474,5.7400,0.2746,1.58,0.0016,9958.48,inventory-rebalancing,filled
2026-01-06T11:16:44.843Z,1/6/2026,11:16:44 AM,paper_1767698204843_ebbcxve03,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,4.8800,0.2547,1.24,0.0012,9957.24,inventory-rebalancing,filled
2026-01-06T11:16:45.939Z,1/6/2026,11:16:45 AM,paper_1767698205939_dsto9zz7y,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,33476436824068637179787869409304839994080066845906471316180015406769422006474,5.7400,0.2753,1.58,0.0016,9955.65,inventory-rebalancing,filled
2026-01-06T11:16:45.977Z,1/6/2026,11:16:45 AM,paper_1767698205977_t95iprp2x,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,4.4700,0.2452,1.10,0.0011,9954.56,inventory-rebalancing,filled
2026-01-06T11:16:47.057Z,1/6/2026,11:16:47 AM,paper_1767698207057_34kpfy2ac,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,33476436824068637179787869409304839994080066845906471316180015406769422006474,5.7400,0.2753,1.58,0.0016,9952.98,inventory-rebalancing,filled
2026-01-06T11:16:47.080Z,1/6/2026,11:16:47 AM,paper_1767698207080_tsgnxyy75,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,4.4700,0.2449,1.09,0.0011,9951.88,inventory-rebalancing,filled
2026-01-06T11:16:48.162Z,1/6/2026,11:16:48 AM,paper_1767698208162_cea8c9xtq,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,33476436824068637179787869409304839994080066845906471316180015406769422006474,6.6500,0.2948,1.96,0.0020,9949.92,inventory-rebalancing,filled
2026-01-06T11:16:48.188Z,1/6/2026,11:16:48 AM,paper_1767698208188_1dgzwysty,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,96692977229805579291305290936397371699240229842999800833134893524881564112074,1.9700,0.7045,1.39,0.0014,9948.53,inventory-rebalancing,filled
2026-01-06T11:16:48.222Z,1/6/2026,11:16:48 AM,paper_1767698208222_4eaftuk5o,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,7.3700,0.3105,2.29,0.0023,9946.24,inventory-rebalancing,filled
2026-01-06T11:17:19.146Z,1/6/2026,11:17:19 AM,paper_1767698239146_hhxrwcmm9,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,2.4100,0.1648,0.40,0.0004,9945.84,inventory-rebalancing,filled
2026-01-06T11:17:19.179Z,1/6/2026,11:17:19 AM,paper_1767698239179_crmv2ilm9,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,62983834535679003313505562891926179088645493758959997547582942862387867451494,2.3800,0.8361,1.99,0.0020,9943.85,inventory-rebalancing,filled
2026-01-06T11:17:20.297Z,1/6/2026,11:17:20 AM,paper_1767698240297_gipcahgng,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,2.3600,0.1552,0.37,0.0004,9943.48,inventory-rebalancing,filled
2026-01-06T11:17:20.336Z,1/6/2026,11:17:20 AM,paper_1767698240336_ihk5a2zjr,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,62983834535679003313505562891926179088645493758959997547582942862387867451494,1.1200,0.8462,0.95,0.0009,9942.53,inventory-rebalancing,filled
2026-01-06T11:17:21.448Z,1/6/2026,11:17:21 AM,paper_1767698241448_69bv9er08,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,2.3000,0.1450,0.33,0.0003,9942.20,inventory-rebalancing,filled
2026-01-06T11:17:21.478Z,1/6/2026,11:17:21 AM,paper_1767698241478_zhflt5zuc,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,62983834535679003313505562891926179088645493758959997547582942862387867451494,0.9500,0.8547,0.81,0.0008,9941.39,inventory-rebalancing,filled
2026-01-06T11:17:22.633Z,1/6/2026,11:17:22 AM,paper_1767698242633_gygkpduse,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,2.2100,0.1251,0.28,0.0003,9941.11,inventory-rebalancing,filled
2026-01-06T11:17:22.684Z,1/6/2026,11:17:22 AM,paper_1767698242684_sqk3nz1bv,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,62983834535679003313505562891926179088645493758959997547582942862387867451494,0.8300,0.8760,0.73,0.0007,9940.38,inventory-rebalancing,filled
2026-01-06T11:17:31.298Z,1/6/2026,11:17:31 AM,paper_1767698251298_0jtvdz9zq,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,33476436824068637179787869409304839994080066845906471316180015406769422006474,2.4100,0.1650,0.40,0.0004,9939.98,inventory-rebalancing,filled
2026-01-06T11:17:31.337Z,1/6/2026,11:17:31 AM,paper_1767698251337_c8h5monne,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,96692977229805579291305290936397371699240229842999800833134893524881564112074,4.1500,0.8336,3.46,0.0035,9936.52,inventory-rebalancing,filled
2026-01-06T11:17:32.438Z,1/6/2026,11:17:32 AM,paper_1767698252438_faazfitja,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,33476436824068637179787869409304839994080066845906471316180015406769422006474,2.4100,0.1653,0.40,0.0004,9936.12,inventory-rebalancing,filled
2026-01-06T11:17:32.469Z,1/6/2026,11:17:32 AM,paper_1767698252469_jkkrbi4ob,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,96692977229805579291305290936397371699240229842999800833134893524881564112074,1.6100,0.8360,1.35,0.0013,9934.77,inventory-rebalancing,filled
2026-01-06T11:17:53.700Z,1/6/2026,11:17:53 AM,paper_1767698273700_xf2p3qrnn,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,33476436824068637179787869409304839994080066845906471316180015406769422006474,2.3000,0.1448,0.33,0.0003,9934.44,inventory-rebalancing,filled
2026-01-06T11:17:53.733Z,1/6/2026,11:17:53 AM,paper_1767698273733_wdnrix5b5,BUY,"Bitcoin Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x5c96dceb9359f979e3731b5e6e39cc7ccb82df8e0671c57f8110a294e2abb344,96692977229805579291305290936397371699240229842999800833134893524881564112074,1.1300,0.8541,0.97,0.0010,9933.48,inventory-rebalancing,filled
2026-01-06T11:18:09.694Z,1/6/2026,11:18:09 AM,paper_1767698289694_1yq9cmcpk,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,2.3600,0.1553,0.37,0.0004,9933.11,inventory-rebalancing,filled
2026-01-06T11:18:09.730Z,1/6/2026,11:18:09 AM,paper_1767698289730_te5bk1soj,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,62983834535679003313505562891926179088645493758959997547582942862387867451494,0.8200,0.8446,0.69,0.0007,9932.41,inventory-rebalancing,filled
2026-01-06T11:18:10.835Z,1/6/2026,11:18:10 AM,paper_1767698290835_mir7iqjey,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,2.3800,0.1603,0.38,0.0004,9932.03,inventory-rebalancing,filled
2026-01-06T11:18:10.868Z,1/6/2026,11:18:10 AM,paper_1767698290868_5xta98lob,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,62983834535679003313505562891926179088645493758959997547582942862387867451494,0.9400,0.8396,0.79,0.0008,9931.24,inventory-rebalancing,filled
2026-01-06T11:18:11.954Z,1/6/2026,11:18:11 AM,paper_1767698291954_dwob9ogw3,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Up,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,54427890930321744295205313653922979768231368999541186832030671769346873098832,2.4100,0.1651,0.40,0.0004,9930.84,inventory-rebalancing,filled
2026-01-06T11:18:11.984Z,1/6/2026,11:18:11 AM,paper_1767698291984_886qpyb3l,BUY,"Ethereum Up or Down - January 6, 6:15AM-6:30AM ET",Down,0x42ad93089f3925f95a22b0a07b777d9c9817fce272e3d5449a120f24a5e073fd,62983834535679003313505562891926179088645493758959997547582942862387867451494,1.0000,0.8346,0.83,0.0008,9930.01,inventory-rebalancing,filled
